site,site_2,locality,author,year_published,title_of_publication,year_sampled,ID,Sample,sample_type,Lithology,Technician,gas_conc_unit,CH4_conc,CH4_was_measured,CH4_LQ,C2H6_conc,C2H6_was_measured,C2H6_LQ,C2H4_conc,C2H4_was_measured,C2H4_LQ,C3H8_conc,C3H8_was_measured,C3H8_LQ,n_C4H10_conc,n_C4H10_was_measured,n_C4H10_LQ,i_C4H10_conc,i_C4H10_was_measured,i_C4H10_LQ,n_C5H12_conc,n_C5H12_was_measured,n_C5H12_LQ,CH4_d13C_permil_VPDB,CH4_dD_permil_VSMOW,C2H6_d13C_permil_VPDB,C3H8_d13C_permil_VPDB,n_C4H10_d13C_permil_VPDB,n_C5H12_d13C_permil_VPDB,cap13CH3D_permil,cap13CH3D_unc_permil,cap12CH2D2_permil,cap12CH2D2_unc_permil,H2O_dD_permil_VSMOW,H2O_d18O_permil_VPDB
Kidd Creek,Canada,NA,Wang et al.,2015,﻿Nonequilibrium clumped isotope signals in microbial methane,NA,NA,02.04.2014_KC_7850L_BH12299(C),vent/well fluid,Precambrian Shield,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-39.72,-390.12,NA,NA,NA,NA,4.47,0.22,NA,NA,-34,NA
Kidd Creek,Canada,NA,Wang et al.,2015,﻿Nonequilibrium clumped isotope signals in microbial methane,NA,NA,02.04.2014_KC_7850L_BH12299(D),vent/well fluid,Precambrian Shield,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-39.72,-390.12,NA,NA,NA,NA,4.07,0.26,NA,NA,-34,NA
Kidd Creek,Canada,NA,Wang et al.,2015,﻿Nonequilibrium clumped isotope signals in microbial methane,NA,NA,KC_27.08.2007_7850L_BH12287A(C),vent/well fluid,Precambrian Shield,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-40.64,-386.48,NA,NA,NA,NA,4.36,0.22,NA,NA,-34,NA
Kidd Creek,Canada,NA,Wang et al.,2015,﻿Nonequilibrium clumped isotope signals in microbial methane,NA,NA,KC_20.06.2008_7850L_BH12287A(D),vent/well fluid,Precambrian Shield,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-40.25,-395.07,NA,NA,NA,NA,4.23,0.3,NA,NA,-34,NA
Kidd Creek,Canada,NA,Wang et al.,2015,﻿Nonequilibrium clumped isotope signals in microbial methane,NA,NA,KC_20.09.2013_7850L_BH12287A(B),vent/well fluid,Precambrian Shield,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-41.44,-388.32,NA,NA,NA,NA,4.87,0.32,NA,NA,-34,NA
Mid-Cayman Rise,Von Damm vent field,East Summit,Labidi et al,2020,﻿Methane thermometry in deep-sea hydrothermal systems: Evidence for re-ordering of doubly-substituted isotopologues during fluid cooling,2012,NA,﻿J2-612-IGT2,vent/well fluid,peridotite,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-16.5,-113.08,NA,NA,NA,NA,1.7,0.4,4.5,1.8,0,0
Mid-Cayman Rise,Von Damm vent field,East Summit,Labidi et al,2020,﻿Methane thermometry in deep-sea hydrothermal systems: Evidence for re-ordering of doubly-substituted isotopologues during fluid cooling,2012,NA,﻿J2-612-IGT6,vent/well fluid,peridotite,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-15.72,-107.26,NA,NA,NA,NA,1.4,0.3,4.4,1,0,0
Lost City,Lost City,Beehive,Labidi et al,2020,﻿Methane thermometry in deep-sea hydrothermal systems: Evidence for re-ordering of doubly-substituted isotopologues during fluid cooling,2012,NA,J2-361-IGT5,vent/well fluid,peridotite,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-10.8,-127.11,NA,NA,NA,NA,1.9,0.2,10.7,0.9,0,0
Lost City,Lost City,Beehive,Labidi et al,2020,﻿Methane thermometry in deep-sea hydrothermal systems: Evidence for re-ordering of doubly-substituted isotopologues during fluid cooling,2012,NA,H06_GT_15/16,vent/well fluid,peridotite,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-10.84,-127.84,NA,NA,NA,NA,1.9,0.2,11.6,0.5,0,0
Lost City,Lost City,Marker 2,Labidi et al,2020,﻿Methane thermometry in deep-sea hydrothermal systems: Evidence for re-ordering of doubly-substituted isotopologues during fluid cooling,2012,NA,j1107 GT,vent/well fluid,peridotite,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-9.62,-143.31,NA,NA,NA,NA,3,0.2,14.5,1,0,0
Lost City,Lost City,Marker 2,Labidi et al,2020,﻿Methane thermometry in deep-sea hydrothermal systems: Evidence for re-ordering of doubly-substituted isotopologues during fluid cooling,2012,NA,J1111 titan,vent/well fluid,peridotite,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-7.58,-129.7,NA,NA,NA,NA,2.3,0.2,13.8,0.6,0,0
Lost City,Lost City,Marker c,Labidi et al,2020,﻿Methane thermometry in deep-sea hydrothermal systems: Evidence for re-ordering of doubly-substituted isotopologues during fluid cooling,2012,NA,j1110 titan,vent/well fluid,peridotite,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-10.61,-130.19,NA,NA,NA,NA,2.3,0.2,11.3,0.8,0,0
Lost City,Lost City,Marker c,Labidi et al,2020,﻿Methane thermometry in deep-sea hydrothermal systems: Evidence for re-ordering of doubly-substituted isotopologues during fluid cooling,2012,NA,j1110 GT,vent/well fluid,peridotite,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,-10.97,-100.72,NA,NA,NA,NA,2,0.2,12.3,1.4,0,0
Lost City,NA,H,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3877-GT10,vent/well fluid,peridotite,NA,umol/kg,1.32E+03,TRUE,2.00E-03,1.04E+00,TRUE,2.00E-03,1.30E-02,TRUE,2.00E-03,9.80E-02,TRUE,2.00E-03,2.90E-02,TRUE,2.00E-03,1.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,H,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3877-GT9,vent/well fluid,peridotite,NA,umol/kg,1.38E+03,TRUE,2.00E-03,1.23E+00,TRUE,2.00E-03,1.80E-02,TRUE,2.00E-03,1.00E-01,TRUE,2.00E-03,1.70E-02,TRUE,2.00E-03,2.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,H,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3881-GT10,vent/well fluid,peridotite,NA,umol/kg,1.34E+03,TRUE,2.00E-03,1.24E+00,TRUE,2.00E-03,7.00E-03,TRUE,2.00E-03,1.10E-01,TRUE,2.00E-03,5.00E-03,TRUE,2.00E-03,1.20E-02,TRUE,2.00E-03,NA,FALSE,NA,-13.2,NA,-14.3,NA,NA,NA,NA,NA,NA,NA,0,0
Lost City,NA,H,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3879-GT7,vent/well fluid,peridotite,NA,umol/kg,1.06E+03,TRUE,2.00E-03,9.10E-01,TRUE,2.00E-03,7.00E-03,TRUE,2.00E-03,8.70E-02,TRUE,2.00E-03,1.20E-02,TRUE,2.00E-03,7.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,H,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3879-GT10,vent/well fluid,peridotite,NA,umol/kg,1.44E+03,TRUE,2.00E-03,1.22E+00,TRUE,2.00E-03,1.00E-03,TRUE,2.00E-03,1.00E-01,TRUE,2.00E-03,1.00E-02,TRUE,2.00E-03,9.00E-03,TRUE,2.00E-03,NA,FALSE,NA,-13.6,NA,-14.9,NA,NA,NA,NA,NA,NA,NA,0,0
Lost City,NA,H,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3880-GT7,vent/well fluid,peridotite,NA,umol/kg,1.70E+03,TRUE,2.00E-03,1.37E+00,TRUE,2.00E-03,1.40E-02,TRUE,2.00E-03,1.30E-01,TRUE,2.00E-03,NA,TRUE,2.00E-03,1.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,H,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,H04-IGT8,vent/well fluid,peridotite,NA,umol/kg,1.39E+03,TRUE,2.00E-03,1.23E+00,TRUE,2.00E-03,NA,FALSE,2.00E-03,1.07E-01,TRUE,2.00E-03,8.00E-03,TRUE,2.00E-03,NA,FALSE,2.00E-03,NA,FALSE,NA,-9.5,-119,-15.2,-15,NA,NA,NA,NA,NA,NA,0,0
Lost City,NA,IF,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3865-GT7,vent/well fluid,peridotite,NA,umol/kg,1.14E+03,TRUE,2.00E-03,1.17E+00,TRUE,2.00E-03,1.30E-02,TRUE,2.00E-03,9.10E-02,TRUE,2.00E-03,1.20E-02,TRUE,2.00E-03,1.40E-02,TRUE,2.00E-03,NA,FALSE,NA,-12.3,-139,-13.1,-13.9,-13,NA,NA,NA,NA,NA,0,0
Lost City,NA,IF,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3864-GT10,vent/well fluid,peridotite,NA,umol/kg,1.21E+03,TRUE,2.00E-03,1.15E+00,TRUE,2.00E-03,5.00E-03,TRUE,2.00E-03,1.00E-01,TRUE,2.00E-03,1.40E-02,TRUE,2.00E-03,9.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,IF,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3864-GT9,vent/well fluid,peridotite,NA,umol/kg,1.28E+03,TRUE,2.00E-03,1.16E+00,TRUE,2.00E-03,7.00E-03,TRUE,2.00E-03,9.90E-02,TRUE,2.00E-03,1.80E-02,TRUE,2.00E-03,5.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,IF,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3864-GT7,vent/well fluid,peridotite,NA,umol/kg,1.37E+03,TRUE,2.00E-03,1.29E+00,TRUE,2.00E-03,6.00E-03,TRUE,2.00E-03,1.10E-01,TRUE,2.00E-03,1.80E-02,TRUE,2.00E-03,5.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,IF,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,H05-IGT7,vent/well fluid,peridotite,NA,umol/kg,1.21E+03,TRUE,2.00E-03,1.16E+00,TRUE,2.00E-03,NA,FALSE,2.00E-03,9.70E-02,TRUE,2.00E-03,1.50E-02,TRUE,2.00E-03,NA,FALSE,2.00E-03,NA,FALSE,NA,-11.8,-147,-13.7,-13.4,NA,NA,NA,NA,NA,NA,0,0
Lost City,NA,8,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3871-GT15,vent/well fluid,peridotite,NA,umol/kg,1.79E+03,TRUE,2.00E-03,1.56E+00,TRUE,2.00E-03,1.30E-02,TRUE,2.00E-03,1.50E-01,TRUE,2.00E-03,2.50E-02,TRUE,2.00E-03,5.00E-03,TRUE,2.00E-03,NA,FALSE,NA,-9.9,-136,-13.3,-14.2,-14.3,NA,NA,NA,NA,NA,0,0
Lost City,NA,8,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3871-GT7,vent/well fluid,peridotite,NA,umol/kg,1.84E+03,TRUE,2.00E-03,1.70E+00,TRUE,2.00E-03,2.10E-02,TRUE,2.00E-03,1.60E-01,TRUE,2.00E-03,4.70E-02,TRUE,2.00E-03,4.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,7,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3866-GT14,vent/well fluid,peridotite,NA,umol/kg,1.31E+03,TRUE,2.00E-03,1.14E+00,TRUE,2.00E-03,1.40E-02,TRUE,2.00E-03,9.90E-02,TRUE,2.00E-03,1.20E-02,TRUE,2.00E-03,5.00E-03,TRUE,2.00E-03,NA,FALSE,NA,-13.2,-125,-14.6,-15.8,-14.9,NA,NA,NA,NA,NA,0,0
Lost City,NA,7,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3866-GT11,vent/well fluid,peridotite,NA,umol/kg,1.29E+03,TRUE,2.00E-03,1.08E+00,TRUE,2.00E-03,6.00E-03,TRUE,2.00E-03,9.30E-02,TRUE,2.00E-03,1.70E-02,TRUE,2.00E-03,1.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,C,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3871-GT9,vent/well fluid,peridotite,NA,umol/kg,1.07E+03,TRUE,2.00E-03,9.70E-01,TRUE,2.00E-03,2.00E-03,TRUE,2.00E-03,8.00E-02,TRUE,2.00E-03,1.00E-02,TRUE,2.00E-03,1.00E-02,TRUE,2.00E-03,NA,FALSE,NA,-12.1,-126,-13.5,-14.2,-13.8,NA,NA,NA,NA,NA,0,0
Lost City,NA,BH,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3876-GT7,vent/well fluid,peridotite,NA,umol/kg,1.03E+03,TRUE,2.00E-03,9.40E-01,TRUE,2.00E-03,2.00E-03,TRUE,2.00E-03,8.40E-02,TRUE,2.00E-03,1.20E-02,TRUE,2.00E-03,1.10E-02,TRUE,2.00E-03,NA,FALSE,NA,-11,-127,-13.5,-14.5,-14.6,NA,NA,NA,NA,NA,0,0
Lost City,NA,BH,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3875-GT7,vent/well fluid,peridotite,NA,umol/kg,8.90E+02,TRUE,2.00E-03,9.30E-01,TRUE,2.00E-03,2.00E-03,TRUE,2.00E-03,7.40E-02,TRUE,2.00E-03,1.00E-03,TRUE,2.00E-03,1.70E-02,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,BH,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3876-GT9,vent/well fluid,peridotite,NA,umol/kg,1.07E+03,TRUE,2.00E-03,9.70E-01,TRUE,2.00E-03,4.00E-03,TRUE,2.00E-03,7.30E-02,TRUE,2.00E-03,1.10E-02,TRUE,2.00E-03,1.40E-02,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,BH,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,H06-IGT8,vent/well fluid,peridotite,NA,umol/kg,1.05E+03,TRUE,2.00E-03,9.50E-01,TRUE,2.00E-03,NA,FALSE,2.00E-03,7.80E-02,TRUE,2.00E-03,1.20E-02,TRUE,2.00E-03,NA,FALSE,2.00E-03,NA,FALSE,NA,-9.4,-131,-14.5,-13.8,NA,NA,NA,NA,NA,NA,0,0
Lost City,NA,3,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3862-GT7,vent/well fluid,peridotite,NA,umol/kg,1.26E+03,TRUE,2.00E-03,1.12E+00,TRUE,2.00E-03,1.00E-02,TRUE,2.00E-03,1.00E-01,TRUE,2.00E-03,1.40E-02,TRUE,2.00E-03,7.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,3,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3878-GT14,vent/well fluid,peridotite,NA,umol/kg,1.30E+03,TRUE,2.00E-03,1.22E+00,TRUE,2.00E-03,9.00E-03,TRUE,2.00E-03,9.90E-02,TRUE,2.00E-03,2.40E-02,TRUE,2.00E-03,3.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,3,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3863-GT7,vent/well fluid,peridotite,NA,umol/kg,1.55E+03,TRUE,2.00E-03,1.47E+00,TRUE,2.00E-03,4.00E-02,TRUE,2.00E-03,1.20E-01,TRUE,2.00E-03,2.30E-02,TRUE,2.00E-03,5.00E-03,TRUE,2.00E-03,NA,FALSE,NA,-10.5,NA,-13.9,NA,NA,NA,NA,NA,NA,NA,0,0
Lost City,NA,3,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,H03-IGT7,vent/well fluid,peridotite,NA,umol/kg,1.37E+03,TRUE,2.00E-03,1.27E+00,TRUE,2.00E-03,NA,FALSE,2.00E-03,1.08E-01,TRUE,2.00E-03,2.00E-02,TRUE,2.00E-03,NA,FALSE,2.00E-03,NA,FALSE,NA,-11.8,-131,-14.3,-14,NA,NA,NA,NA,NA,NA,0,0
Lost City,NA,6,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3874-GT14,vent/well fluid,peridotite,NA,umol/kg,1.43E+03,TRUE,2.00E-03,1.24E+00,TRUE,2.00E-03,1.50E-02,TRUE,2.00E-03,1.10E-01,TRUE,2.00E-03,1.30E-02,TRUE,2.00E-03,3.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,6,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3872-GT10,vent/well fluid,peridotite,NA,umol/kg,1.61E+03,TRUE,2.00E-03,1.42E+00,TRUE,2.00E-03,6.00E-03,TRUE,2.00E-03,1.10E-01,TRUE,2.00E-03,1.80E-02,TRUE,2.00E-03,5.00E-03,TRUE,2.00E-03,NA,FALSE,NA,-11.8,NA,-14.4,-16,NA,NA,NA,NA,NA,NA,0,0
Lost City,NA,6,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3871-GT10,vent/well fluid,peridotite,NA,umol/kg,1.55E+03,TRUE,2.00E-03,1.39E+00,TRUE,2.00E-03,1.20E-02,TRUE,2.00E-03,1.20E-01,TRUE,2.00E-03,6.00E-03,TRUE,2.00E-03,5.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,6,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,H07-IGT7,vent/well fluid,peridotite,NA,umol/kg,1.58E+03,TRUE,2.00E-03,1.40E+00,TRUE,2.00E-03,NA,FALSE,2.00E-03,1.18E-01,TRUE,2.00E-03,1.20E-02,TRUE,2.00E-03,NA,FALSE,2.00E-03,NA,FALSE,NA,-12,-135,-14.9,NA,NA,NA,NA,NA,NA,NA,0,0
Lost City,NA,C,Proskurowski et al.,2008,Abiogenic hydrocarbon production at lost city hydrothermal field,2008,NA,3869-GT10,vent/well fluid,peridotite,NA,umol/kg,1.98E+03,TRUE,2.00E-03,1.79E+00,TRUE,2.00E-03,9.00E-03,TRUE,2.00E-03,1.60E-01,TRUE,2.00E-03,2.50E-02,TRUE,2.00E-03,7.00E-03,TRUE,2.00E-03,NA,FALSE,NA,,,,,,,,,,,,
Lost City,NA,Beehive,Wang et al.,2018,Clumped isotopologue constraints on the origin of methane at seafloor hot springs,2008,NA,﻿J2-361-IGT5/-CGTWu,vent/well fluid,peridotite,NA,NA,NA,FALSE,NA,NA,FALSE,NA,,,,NA,FALSE,NA,NA,FALSE,NA,,,,NA,FALSE,NA,-10.9,-126.6,NA,NA,NA,NA,1.84,0.6,NA,NA,0,0
